10000
0.02222137,0.800588924
0.02905093,0.494084701
0.032048926,0.754875466
0.040148056,0.900307238
0.082698699,0.269954924
0.087966154,0.956861531
0.101874342,0.362063258
0.121958922,0.471077828
0.125130191,0.237417847
0.137335377,0.615433849
0.144983842,0.92266227
0.166143903,0.011174415
0.167186392,0.377079679
0.174400229,0.473360623
0.177718007,0.510465389
0.179082517,0.982970994
0.184000713,0.761827125
0.200444364,0.0430762
0.219806438,0.81575089
0.248222111,0.793585593
0.273520148,0.016055429
0.27718319,0.312899893
0.300940066,0.24849584
0.330297081,0.359340824
0.333049599,0.061430967
0.33943455,0.729392822
0.352202032,0.461256523
0.353354596,0.729355525
0.372426414,0.76586892
0.37255874,0.791914349
0.374047323,0.119125022
0.38154802,0.590085476
0.391659431,0.826262351
0.392336851,0.939439932
0.392635459,0.743558185
0.396449832,0.550376878
0.413644858,0.89403693
0.418931164,0.175910399
0.420066265,0.472224531
0.423424005,0.665227186
0.424811009,0.440730339
0.424925922,0.118765616
0.433809009,0.910749061
0.442549009,0.526370245
0.445424487,0.451688965
0.459116309,0.394443895
0.462969174,0.574775844
0.468730129,0.179611266
0.471931859,0.553440242
0.488597279,0.053582056
0.490150229,0.215579233
0.49402568,0.09663237
0.50780795,0.589276521
0.542247812,0.601545755
0.542778637,0.134011199
0.568412309,0.511430078
0.570098864,0.858671379
0.577345767,0.194972423
0.580045763,0.437981401
0.580146417,0.174579071
0.582354197,0.186888274
0.586340351,0.827459274
0.595161448,0.120559406
0.598616506,0.516387348
0.607872428,0.052360809
0.628510223,0.023937345
0.653358375,0.714399322
0.658502712,0.785496278
0.666489908,0.403190587
0.675346962,0.517753961
0.676012264,0.240171562
0.681281642,0.63744617
0.687189673,0.633826375
0.708948408,0.095011986
0.711423044,0.255398702
0.71865868,0.469345554
0.72231266,0.145297256
0.735195469,0.383442466
0.739317179,0.005177174
0.744714035,0.726165151
0.745022787,0.631538301
0.750764708,0.845675544
0.753176327,0.053069487
0.758896325,0.77877374
0.771455555,0.222276081
0.789314637,0.224405535
0.855673591,0.748708824
0.856841987,0.230766824
0.865227484,0.873683387
0.89737943,0.765996329
0.897631913,0.274115105
0.93362098,0.907684953
0.937354069,0.902585219
0.954596593,0.2512432
0.961270929,0.20154796
0.97963704,0.099874258
0.980439813,0.211657947
0.986638243,0.852904764
1.01258351,0.014586847
1.03025317,0.827201178
1.040446136,0.366816259
1.047919768,0.867606646
1.063065437,0.394903902
1.066734352,0.353723532
1.093308714,0.236529382
1.112293359,0.609738625
1.131206772,0.486858372
1.13601335,0.73833773
1.187471857,0.616874897
1.196524811,0.419670527
1.198514833,0.799525289
1.199636645,0.28331135
1.238492091,0.52162333
1.24066981,0.685012747
1.25814502,0.384679654
1.258723722,0.917952235
1.268654226,0.224077871
1.272786842,0.061385598
1.277297328,0.651953518
1.285506076,0.510370174
1.289629514,0.35498258
1.29991488,0.927868383
1.300859215,0.832507708
1.30452148,0.74214788
1.307924795,0.444399243
1.307928408,0.470562369
1.31729448,0.265674915
1.321251621,0.546321188
1.339588327,0.61801392
1.349354347,0.896538309
1.361557469,0.547800913
1.369623039,0.799099371
1.376580738,0.573520446
1.378032952,0.264425847
1.389234859,0.422509621
1.39711165,0.706078384
1.400522201,0.300564759
1.423670232,0.983086078
1.441513199,0.348722838
1.465997549,0.126682146
1.479940955,0.996648464
1.491649429,0.496305183
